Row ID,Purchase Order Description,Purchase Order (Contract) Number,Revision Number,Specification Number,Contract Type,Start Date,End Date,Approval Date,Department,Vendor Name,Vendor ID,Address 1,City,State,Zip,Award Amount,Procurement Type,Start Date Year,End Date Year,Contract_Duration_Days,Approval_Delay_Days,Is_Zero_Award,Is_Negative_Modification,Is_High_Value,Award_Category,Vendor_Key,Revision_Count_Per_Contract
55,"CONTRACT ASSIGNMENT; FORMER PO #30811 - TECHNICAL SUPPORT AND MAINTENANCE OF THE INTEGRATED SAFETY, SECURITY AND OPERATIONS COMMAND AND CONTROL SYSTEMS (ISSOCCS) AT O'HARE AND MIDWAY INTERNATIONAL AIRPORTS (SPEC #113339)",46733,9,113339,PRO SERV-AVIATION,8/1/2016,6/29/2027,01/14/2026,CHICAGO DEPARTMENT OF AVIATION,SDI PRESENCE LLC,105460379T,200 E RANDOLPH ST,CHICAGO,IL,60601,"$30,000,000",CONTRACT ASSIGNMENT/TRANS,2016,2027,3984,3453,0,0,1,Large,SDI PRESENCE LLC|105460379T,4
56,DFSS-CORP-HL-ESH:,322607,2,1235949,DELEGATE AGENCY,8/1/2025,4/30/2026,01/14/2026,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,ARAMARK SAFE HAVEN FOUNDATION,54567829L,2750 W ROOSEVELT RD FL 1ST,CHICAGO,IL,60608,"$344,250",UNKNOWN,2025,2026,272,166,0,0,1,Large,ARAMARK SAFE HAVEN FOUNDATION|54567829L,2
57,994831: SAFETY AND TECHNICAL RESCUE EQUIPMENT,131988,3,994831,COMMODITIES,7/24/2020,7/23/2027,01/14/2026,CHICAGO FIRE DEPARTMENT,AIR ONE EQUIPMENT INC,31316936Z,360 PRODUCTION DRIVE EFT,SOUTH ELGIN,IL,60177-2637,"$8,049,703",BID,2020,2027,2555,2000,0,0,1,Large,AIR ONE EQUIPMENT INC|31316936Z,3
58,"AIR COMPRESSOR, NEW, REPAIR AND MAINTENANCE",57097,7,182531,WORK SERVICES / FACILITIES MAINT.,5/22/2017,5/21/2026,01/14/2026,CHICAGO FIRE DEPARTMENT,AIR ONE EQUIPMENT INC,31316936Z,360 PRODUCTION DRIVE EFT,SOUTH ELGIN,IL,60177-2637,$0,BID,2017,2026,3286,3159,1,0,0,Depends Upon Requirements,AIR ONE EQUIPMENT INC|31316936Z,3
59,PROPERTY MANAGEMENT SERVICES FOR TERMINAL 5 AT O'HARE INTERNATIONAL AIRPORT,27075,15,95248,PRO SERV-AVIATION,6/1/2012,12/31/2026,01/14/2026,CHICAGO DEPARTMENT OF AVIATION,SKYLINE MANAGEMENT GROUP O'HARE,94637052P,10000 W OHARE AIRPORT,CHICAGO,IL,60666,"$37,000,000",RFP,2012,2026,5326,4975,0,0,1,Large,SKYLINE MANAGEMENT GROUP O'HARE|94637052P,2
60,DFSS-ECBG-CS-CEL:,114019,8,1070196,DELEGATE AGENCY,12/1/2019,6/30/2026,01/13/2026,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,REACH FOR THE STARS CHILDCARE ACADEMY INC,105466948V,PO BOX 51278,CHICAGO,IL,60651,"$277,030",UNKNOWN,2019,2026,2403,2235,0,0,1,Large,REACH FOR THE STARS CHILDCARE ACADEMY INC|105466948V,6
61,INFORMATION TECHNOLOGY INFRASTRUCTURE SERVICES FOR CITY OF CHICAGO,93627,3,416117,"PRO SERV CONSULTING $250,000ORABOVE",10/23/2019,10/22/2027,01/13/2026,DEPARTMENT OF TECHNOLOGY AND INNOVATION,SDI PRESENCE LLC,105460379T,200 E RANDOLPH ST,CHICAGO,IL,60601,"$55,000,000",RFP,2019,2027,2921,2274,0,0,1,Large,SDI PRESENCE LLC|105460379T,2
62,1258382: LIQUID CATIONIC POLYELECTROLYTE,232326,1,1258382,COMMODITIES,7/7/2023,7/6/2028,01/13/2026,DEPARTMENT OF WATER MANAGEMENT,"POLYDYNE, INC",94127559H,PO BOX 351420,TOLEDO,OH,43635-1420,"$981,001",BID,2023,2028,1826,921,0,0,1,Large,"POLYDYNE, INC|94127559H",2
63,"700819: INDUSTRIAL EQUIPMENT, TOOLS, ATTACHMENTS, VARIOUS FASTENERS, SUPPLIES AND ACCESSORIES (GROUPS - B, C, D, E, F, H, I, J, K, M, N, P, Q, T, U, V, W, X, Y, Z, AA, BB, DD, FF, GG, HH, II, JJ AND KK)",102620,4,700819,COMMODITIES-AVIATION,6/17/2019,6/16/2027,01/12/2026,CHICAGO DEPARTMENT OF AVIATION,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,3620558A,10307-10325 S MICHIGAN AVE,CHICAGO,IL,60628,"$3,000,000",BID,2019,2027,2921,2401,0,0,1,Large,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.|3620558A,4
64,1289435: CHICAGO AVENUE RIVER BRIDGE AND CHICAGO AVENUE/HALSTED STREET VIADUCT,310789,5,1289435,CONSTRUCTION-LARGE $3MILLIONORABOVE,1/12/2026,1/12/2026,01/12/2026,CHICAGO DEPARTMENT OF TRANSPORTATION,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",102903767L,5515 N EAST RIVER ROAD EFT XX 2356,CHICAGO,IL,60656,"$50,000",BID,2026,2026,0,0,0,0,0,Medium,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC|102903767L",8
65,DFSS-CORP-SS-SSC:,212527,4,1261894,DELEGATE AGENCY,1/1/2023,3/31/2026,01/12/2026,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,102484615A,1 E BANKS ST,CHICAGO,IL,60670,"$150,000",RFP,2023,2026,1185,1107,0,0,1,Large,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO|102484615A,4
66,DFSS-CORP-HL-ESH:,322604,2,1235949,DELEGATE AGENCY,8/1/2025,4/30/2026,01/12/2026,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,SALVATION ARMY FAMILY & COMMUNITY SERVICES,25964717T,4800 N MARINE DR,CHICAGO,IL,60630-2740,"$311,520",UNKNOWN,2025,2026,272,164,0,0,1,Large,SALVATION ARMY FAMILY & COMMUNITY SERVICES|25964717T,2
67,"DLT QUOTE 5331544 FOR SOFTWARE SERVICES; APPLICATION CLUSTERS, ADVANCED SECURITY.",333505,0,450998,SOFTWARE,1/9/2026,1/9/2026,01/09/2026,DEPARTMENT OF TECHNOLOGY AND INNOVATION,DLT SOLUTIONS LLC,102509442P,ACCOUNT NUMBER: #4451063799,ATLANTA,GA,30374-3359,"$663,878",JOINT PURCHASE,2026,2026,0,0,0,0,1,Large,DLT SOLUTIONS LLC|102509442P,1
68,1190383: WEST WOODLAWN SEWER IMPROVEMENT PROJECT,163657,4,1190383,CONSTRUCTION-LARGE $3MILLIONORABOVE,1/9/2026,1/9/2026,01/09/2026,DEPARTMENT OF WATER MANAGEMENT,PAN-OCEANIC ENGINEERING CO INC,95584874P,6436 W HIGGINS AVENUE EFT,CHICAGO,IL,60656,"$68,513",BID,2026,2026,0,0,0,0,0,Medium,PAN-OCEANIC ENGINEERING CO INC|95584874P,1
69,"SOLID SURFACE MATERIALS, ACCESSORIES AND RELATED SUPPLIES",76897,4,481027,COMMODITIES-AVIATION,8/15/2018,6/30/2026,01/09/2026,CHICAGO DEPARTMENT OF AVIATION,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,3620558A,10307-10325 S MICHIGAN AVE,CHICAGO,IL,60628,$0,BID,2018,2026,2876,2704,1,0,0,Depends Upon Requirements,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.|3620558A,4
70,1218947: JARDINE WATER PURIFICATION PLANT (JWPP) AND SAWYER WATER PURIFICATION PLANT (SWPP) PHOSPHATE SYSTEM MODIFICATIONS,201404,2,1218947,CONSTRUCTION-LARGE $3MILLIONORABOVE,1/9/2026,1/9/2026,01/09/2026,DEPARTMENT OF WATER MANAGEMENT,JOSEPH J. HENDERSON & SON INC.,105509800H,4288 OLD GRAND AVE,GURNEE,IL,60031,"$160,614",BID,2026,2026,0,0,0,0,1,Large,JOSEPH J. HENDERSON & SON INC.|105509800H,3
71,1301245: CDOT 2025 JOB ORDER CONTRACT FOR FLATWORK (PRIMARY AWARD),333917,0,1301245,CONSTRUCTION-LARGE $3MILLIONORABOVE,1/7/2026,1/6/2029,01/09/2026,CHICAGO DEPARTMENT OF TRANSPORTATION,"F.H. PASCHEN S.N. NIELSEN & ASSOCIATES, LLC",94387210X,5515 N EAST RIVER ROAD EFT,CHICAGO,IL,60656,"$30,000,000",BID,2026,2029,1095,2,0,0,1,Large,"F.H. PASCHEN S.N. NIELSEN & ASSOCIATES, LLC|94387210X",1
72,SOUND EQUIPMENT RENTAL AND SERVICES FOR CITY FESTIVALS,144948,1,131188B,WORK SERVICES / FACILITIES MAINT.,8/1/2021,7/31/2027,01/09/2026,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,TECHNOTRIX INC,97940711V,1175 CENTRAL AVE BLDG 4,UNIVERSITY PARK,IL,60484,$0,BID,2021,2027,2190,1622,1,0,0,Depends Upon Requirements,TECHNOTRIX INC|97940711V,1
73,DLT QUOTE# 5343835 FOR TIME AND MATERIALS SERVICES.,334992,0,450998,SOFTWARE,1/9/2026,1/9/2026,01/09/2026,DEPARTMENT OF TECHNOLOGY AND INNOVATION,DLT SOLUTIONS LLC,102509442P,ACCOUNT NUMBER: #4451063799,ATLANTA,GA,30374-3359,"$148,165",JOINT PURCHASE,2026,2026,0,0,0,0,1,Large,DLT SOLUTIONS LLC|102509442P,1
74,SPEC 1259280: GENERAL CHEMICAL & BIOLOGICAL LAB SUPPLIES (NSG),243907,1,1259280,COMMODITIES,12/4/2023,12/4/2027,01/09/2026,DEPARTMENT OF WATER MANAGEMENT,THOMAS SCIENTIFIC,71641540X,PO BOX 99,SWEDESBORO,NJ,UNKNOWN ZIP,$0,BID,2023,2027,1461,767,1,0,0,Depends Upon Requirements,THOMAS SCIENTIFIC|71641540X,2
75,"853828: WATER PIPES, BRASS & COPPER REPLACEMENT AND REPAIR PARTS",132457,6,853828,COMMODITIES,8/5/2020,8/4/2026,01/07/2026,DEPARTMENT OF WATER MANAGEMENT,"CHICAGO UNITED INDUSTRIES, LIMITED",105468708E,505 N LAKE SHORE DR,CHICAGO,IL,60611,"$8,522,693",BID,2020,2026,2190,1981,0,0,1,Large,"CHICAGO UNITED INDUSTRIES, LIMITED|105468708E",2
76,1289435: CHICAGO AVENUE RIVER BRIDGE AND CHICAGO AVENUE/HALSTED STREET VIADUCT,310789,4,1289435,CONSTRUCTION-LARGE $3MILLIONORABOVE,1/5/2026,1/5/2026,01/05/2026,CHICAGO DEPARTMENT OF TRANSPORTATION,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",102903767L,5515 N EAST RIVER ROAD EFT XX 2356,CHICAGO,IL,60656,"-$10,300",BID,2026,2026,0,0,0,1,0,Negative Modification,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC|102903767L",8
77,TARGET MARKET PROFESSIONAL SEWER CONSTRUCTION MANAGEMENT ENGINEERING SERVICES,71235,6,140842,ARCH/ENGINEERING,7/6/2018,1/1/2027,01/05/2026,DEPARTMENT OF WATER MANAGEMENT,"D'ESCOTO, INC.",105477773Z,1200 N ASHLAND AVE STE 600,CHICAGO,IL,60622,"$5,750,000",MASTER AGREEMENT,2018,2027,3101,2740,0,0,1,Large,"D'ESCOTO, INC.|105477773Z",5
78,LEGISLATIVE CONSULTING SERVICES,331077,0,1256622,"PRO SERV CONSULTING UNDER $250,000",12/30/2025,12/29/2026,01/02/2026,OFFICE OF THE MAYOR,BLAIDA & ASSOCIATES LLC,95554800M,30 N LA SALLE ST,CHICAGO,IL,60609,"$98,000",SOLE SOURCE,2025,2026,364,3,0,0,0,Medium,BLAIDA & ASSOCIATES LLC|95554800M,1
79,SUSTAINABILITY CONSULTING SERVICES FOR O'HARE AND MIDWAY INTERNATIONAL AIRPORTS (SPEC #112274),29663,9,112274,PRO SERV-AVIATION,6/29/2014,12/31/2026,01/02/2026,CHICAGO DEPARTMENT OF AVIATION,"APTIM GOVERNMENT SOLUTIONS, LLC",105459648Z,212 W SUPERIOR ST STE 200,CHICAGO,IL,60654,"$1,300,000",RFP,2014,2026,4568,4205,0,0,1,Large,"APTIM GOVERNMENT SOLUTIONS, LLC|105459648Z",4
80,"LARGE AND SMALL CLAY SEWER PIPE AND FITTINGS (E
-PROCUREMENT",95699,8,665792,COMMODITIES,4/1/2019,3/31/2027,01/02/2026,DEPARTMENT OF WATER MANAGEMENT,"HENRY FRERK SONS, INC.",3821736H,3135 W BELMONT AVE # 1,CHICAGO,IL,60618,$0,BID,2019,2027,2921,2468,1,0,0,Depends Upon Requirements,"HENRY FRERK SONS, INC.|3821736H",1
81,1258158: DRAINS IN CITY RIGHT OF WAY REPAIR PROGRAM - PN7504B NORTH AREA (SBI),283911,1,1258158,CONSTRUCTION-LARGE $3MILLIONORABOVE,1/29/2025,9/7/2026,01/02/2026,DEPARTMENT OF WATER MANAGEMENT,MILLENNIUM CONTRACTING CORPORATION,105466013V,5933 N KNOX AVE,CHICAGO,IL,60646-5817,$0,BID,2025,2026,586,338,1,0,0,Depends Upon Requirements,MILLENNIUM CONTRACTING CORPORATION|105466013V,2
82,LEGISLATIVE CONSULTING SERVICES,331048,0,1324136,"PRO SERV CONSULTING UNDER $250,000",12/30/2025,12/29/2026,01/02/2026,OFFICE OF THE MAYOR,VINCENT R. WILLIAMS & ASSOCIATES P.C.,105519576A,331 E CALENDAR AVE,LA GRANGE,IL,60525,"$72,000",SOLE SOURCE,2025,2026,364,3,0,0,0,Medium,VINCENT R. WILLIAMS & ASSOCIATES P.C.|105519576A,1
83,SPEC: 1265144A LIQUID CHLORINE (REBID),323111,0,1265144A,COMMODITIES,12/16/2025,12/18/2028,01/02/2026,DEPARTMENT OF WATER MANAGEMENT,ALEXANDER CHEMICAL CORP,93297372Z,16932 COLLECTIONS CENTER DRIVE EFT,CHICAGO,IL,60693,"$34,154,750",BID,2025,2028,1098,17,0,0,1,Large,ALEXANDER CHEMICAL CORP|93297372Z,1
84,PAVEMENT SAWING OF EXISTING PAVEMENT COLD MILLING AND GRINDING,58817,10,134814,WORK SERVICES / FACILITIES MAINT.,8/29/2017,2/25/2027,01/02/2026,DEPARTMENT OF WATER MANAGEMENT,"MAT CONSTRUCTION LEASING, INC.",61324337H,4450 S MORGAN ST # 1,CHICAGO,IL,60609,"$830,400",BID,2017,2027,3467,3048,0,0,1,Large,"MAT CONSTRUCTION LEASING, INC.|61324337H",2
85,CDPH-RW-PA: PO 294326 COOK COUNTY HEALTH,329401,0,1314763,DELEGATE AGENCY,3/1/2025,2/28/2026,12/30/2025,UNKNOWN,COOK COUNTY HLTH & HOSPITAL,105469803Z,PO BOX 70121,CHICAGO,IL,60673-0121,"$1,000,000",UNKNOWN,2025,2026,364,304,0,0,1,Large,COOK COUNTY HLTH & HOSPITAL|105469803Z,1
86,CDPH-RW-PA: PCHH-HRSA PO 329390 ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO,329390,0,1187478,DELEGATE AGENCY,9/1/2019,2/28/2026,12/29/2025,CHICAGO DEPARTMENT OF PUBLIC HEALTH,ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO,105476617X,225 E CHICAGO AVE,CHICAGO,IL,60611-2605,"$180,000",RFP,2019,2026,2372,2311,0,0,1,Large,ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO|105476617X,1
87,RENTAL OF MOBILE OFFICE TRAILERS,106311,4,576671,WORK SERVICES / FACILITIES MAINT.,8/15/2019,8/14/2026,12/24/2025,DEPARTMENT OF STREETS AND SANITATION,"MOBILE FACILITIES OF ILL, INC.",53650493A,3230 E LINCOLN HWY,CHICAGO HEIGHTS,IL,60411,$0,BID,2019,2026,2556,2323,1,0,0,Depends Upon Requirements,"MOBILE FACILITIES OF ILL, INC.|53650493A",1
88,1183148: SEWER MAIN LINING PROGRAM - FAR NORTH AREA (PROJECT#7511A),132516,5,1183148,CONSTRUCTION-LARGE $3MILLIONORABOVE,8/10/2020,5/31/2026,12/24/2025,DEPARTMENT OF WATER MANAGEMENT,INLINER SOLUTIONS LLC,105509811P,5031 W 66TH ST,BEDFORD PARK,IL,60638,"$2,438,651",BID,2020,2026,2120,1962,0,0,1,Large,INLINER SOLUTIONS LLC|105509811P,3
89,NON-TARGET MARKET PLANNING NOW SERVICES- CATEGORY 3: PREPARE FOR AND MANAGE DEVELOPMENT PROJECTS; CATEGORY 7: SUPPORT TAX INCREMENT FINANCING (TIF) DISTRICTS,52771,6,131663,"PRO SERV CONSULTING $250,000ORABOVE",2/9/2018,12/31/2027,12/24/2025,DEPARTMENT OF PLANNING AND DEVELOPMENT,"ERNEST R. SAWYER ENTERPRISES., INC",44411008P,100 N LA SALLE ST # 1515,CHICAGO,IL,60602,$0,MASTER AGREEMENT,2018,2027,3612,2875,1,0,0,Depends Upon Requirements,"ERNEST R. SAWYER ENTERPRISES., INC|44411008P",2
90,1183155: SEWER MAIN LINING PROGRAM - SOUTH AREA (PROJECT#7511D),132635,6,1183155,CONSTRUCTION-LARGE $3MILLIONORABOVE,8/10/2020,5/31/2026,12/23/2025,DEPARTMENT OF WATER MANAGEMENT,INLINER SOLUTIONS LLC,105509811P,5031 W 66TH ST,BEDFORD PARK,IL,60638,"$9,835,693",BID,2020,2026,2120,1961,0,0,1,Large,INLINER SOLUTIONS LLC|105509811P,3
91,1183154: SEWER MAIN LINING PROGRAM - CENTRAL AREA (PROJECT#7511C),132634,5,1183154,CONSTRUCTION-LARGE $3MILLIONORABOVE,8/10/2020,5/31/2026,12/23/2025,DEPARTMENT OF WATER MANAGEMENT,INLINER SOLUTIONS LLC,105509811P,5031 W 66TH ST,BEDFORD PARK,IL,60638,"$100,447",BID,2020,2026,2120,1961,0,0,1,Large,INLINER SOLUTIONS LLC|105509811P,3
92,"1107750: REPLACEMENT PARTS FOR MUELLER, SENSUS & BADGER WATER METER",127597,3,1107750,COMMODITIES,6/1/2020,5/31/2027,12/23/2025,DEPARTMENT OF WATER MANAGEMENT,"CHICAGO UNITED INDUSTRIES, LIMITED",105468708E,505 N LAKE SHORE DR,CHICAGO,IL,60611,"$32,500",BID,2020,2027,2555,2031,0,0,0,Medium,"CHICAGO UNITED INDUSTRIES, LIMITED|105468708E",3
93,1183152: SEWER MAIN LINING PROGRAM - NORTH AREA (PROJECT#7511B),132592,5,1183152,CONSTRUCTION-LARGE $3MILLIONORABOVE,8/10/2020,5/31/2026,12/23/2025,DEPARTMENT OF WATER MANAGEMENT,INLINER SOLUTIONS LLC,105509811P,5031 W 66TH ST,BEDFORD PARK,IL,60638,"$1,711,805",BID,2020,2026,2120,1961,0,0,1,Large,INLINER SOLUTIONS LLC|105509811P,3
94,1258157: DRAINS IN CITY RIGHT OF WAY REPAIR PROGRAM - PN7504A FAR NORTH AREA (SBI),286996,1,1258157,CONSTRUCTION-LARGE $3MILLIONORABOVE,1/29/2025,9/7/2026,12/23/2025,DEPARTMENT OF WATER MANAGEMENT,MILLENNIUM CONTRACTING CORPORATION,105466013V,5933 N KNOX AVE,CHICAGO,IL,60646-5817,$0,BID,2025,2026,586,328,1,0,0,Depends Upon Requirements,MILLENNIUM CONTRACTING CORPORATION|105466013V,2
95,POTASSIUM ACETATE LIQUID RUNWAY DEICER FOR O'HARE AND MIDWAY INTERNATIONAL AIRPORTS,86020,11,645940,COMMODITIES-AVIATION,10/29/2018,6/28/2026,12/22/2025,CHICAGO DEPARTMENT OF AVIATION,CRYOTECH DEICING TECHNOLOGY,31295465M,6103 ORTHOWAY,FORT MADISON,IA,52627,"$24,500,000",BID,2018,2026,2799,2611,0,0,1,Large,CRYOTECH DEICING TECHNOLOGY|31295465M,3
96,DFSS-IDHS-HL-EFSP:,316167,1,1294232,DELEGATE AGENCY,7/1/2025,4/30/2026,12/22/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,K.L.E.O. COMMUNITY FAMILY LIFE CENTER|CLEANED-UP,93487754Z,119 E GARFIELD BOULEVARD EFT,CHICAGO,IL,60637,$0,UNKNOWN,2025,2026,303,174,1,0,0,Depends Upon Requirements,K.L.E.O. COMMUNITY FAMILY LIFE CENTER|CLEANED-UP|93487754Z,2
97,ELECTRONIC LOGGING SYSTEM FOR MIDWAY INTERNATIONAL AIRPORT,28075,11,104075,PRO SERV-AVIATION,7/31/2013,12/31/2026,12/22/2025,CHICAGO DEPARTMENT OF AVIATION,"LANDRUM & BROWN, INC",21983368A,8755 W HIGGINS RD STE 850,CHICAGO,IL,60631,$0,RFP,2013,2026,4901,4527,1,0,0,Depends Upon Requirements,"LANDRUM & BROWN, INC|21983368A",2
98,"MANAGEMENT OF PARKING AND GROUND TRANSPORTATION FACILITIES MIDWAY INT'L AIRPORT, SPEC# 87223",26600,11,87223,PRO SERV-AVIATION,7/1/2012,6/30/2026,12/22/2025,CHICAGO DEPARTMENT OF AVIATION,STANDARD PARKING-MIDWAY JV,31929767E,PO BOX 388079,CHICAGO,IL,60638,"$3,250,000",RFP,2012,2026,5112,4922,0,0,1,Large,STANDARD PARKING-MIDWAY JV|31929767E,5
99,1289435: CHICAGO AVENUE RIVER BRIDGE AND CHICAGO AVENUE/HALSTED STREET VIADUCT,310789,3,1289435,CONSTRUCTION-LARGE $3MILLIONORABOVE,12/22/2025,12/22/2025,12/22/2025,CHICAGO DEPARTMENT OF TRANSPORTATION,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",102903767L,5515 N EAST RIVER ROAD EFT XX 2356,CHICAGO,IL,60656,"$50,000",BID,2025,2025,0,0,0,0,0,Medium,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC|102903767L",8
100,AIRFIELD TRAINING CONSULTING SERVICES FOR O'HARE AND MIDWAY INTERNATIONAL AIRPORTS,324323,0,1258192,PRO SERV-AVIATION,12/10/2025,12/9/2030,12/19/2025,CHICAGO DEPARTMENT OF AVIATION,ASSET LLC,92421301A,4939 N HAMLIN AVE,CHICAGO,IL,60625,"$11,854,858",RFP,2025,2030,1825,9,0,0,1,Large,ASSET LLC|92421301A,1
101,"ASSIGNMENT OF CONTRACT FROM USR CORPORATION PO #28634 TO AECOM TECHINICAL SERVICES PO#44375 PHASE II  PROFESSIONAL DESIGN ENGINEERING SERVICES PROJECT 4 - RECONSTRUCTION OF THE CHICAGO AVENUE RIVER BRIDGE & CHICAGO AVE.,  HALSTED ST VIADUCT",44375,6,70270,ARCH/ENGINEERING,9/9/2016,3/25/2027,12/19/2025,CHICAGO DEPARTMENT OF TRANSPORTATION,"AECOM TECHNICAL SERVICES, INC.",94920393E,1178 PAYSPHERE CIR,CHICAGO,IL,60674,$0,RFP,2016,2027,3849,3388,1,0,0,Depends Upon Requirements,"AECOM TECHNICAL SERVICES, INC.|94920393E",3
102,MASTER TASK ORDER CONTRACT TASK ORDER SERVICES DESIGN ENGINEERING FOR COMPLETE STREETS PROJECT GROUPS 1-5: PROJECT GROUP 4 AWARDED,32272,5,114941,ARCH/ENGINEERING,12/18/2015,3/2/2026,12/19/2025,CHICAGO DEPARTMENT OF TRANSPORTATION,"UPLAND DESIGN, LIMITED",95617703M,803 N BARTLETT AVE,PLAINFIELD,IL,60544,$0,MASTER AGREEMENT,2015,2026,3727,3654,1,0,0,Depends Upon Requirements,"UPLAND DESIGN, LIMITED|95617703M",4
103,PROFESSIONAL ARCHITECTURAL AND ENGINEERING DESIGN SERVICES,32977,6,127930,ARCH/ENGINEERING,12/17/2015,5/30/2027,12/19/2025,DEPARTMENT OF FLEET AND FACILITY MANAGEMENT,"TILTON, KELLY & BELL, LLC",75695715E,303 W MADISON ST STE 1140,CHICAGO,IL,60606-1284,$0,MASTER AGREEMENT,2015,2027,4182,3655,1,0,0,Depends Upon Requirements,"TILTON, KELLY & BELL, LLC|75695715E",3
104,PROFESSIONAL ENGINEERING CONSULTING SERVICES MISCELLANEOUS HYDROLOGIC AND HYDRAULIC STUDIES,79192,5,469831,ARCH/ENGINEERING,1/21/2019,7/20/2027,12/19/2025,DEPARTMENT OF WATER MANAGEMENT,"CH2M HILL, INC.",51117078A,1890 MAPLE AVE # 200,EVANSTON,IL,60201,$0,MASTER AGREEMENT,2019,2027,3102,2524,1,0,0,Depends Upon Requirements,"CH2M HILL, INC.|51117078A",4
105,METER TESTING EQUIPMENT,99121,4,446778,WORK SERVICES / FACILITIES MAINT.,5/8/2019,5/8/2027,12/19/2025,DEPARTMENT OF WATER MANAGEMENT,"CHICAGO UNITED INDUSTRIES, LIMITED",105468708E,505 N LAKE SHORE DR,CHICAGO,IL,60611,$0,BID,2019,2027,2922,2417,1,0,0,Depends Upon Requirements,"CHICAGO UNITED INDUSTRIES, LIMITED|105468708E",4
106,"HANSEN 8 SOFTWARE LICENSE, IMPLEMENTATION, MAINTENANCE & SUPPORT",16761,16,61590,"PRO SERV CONSULTING $250,000ORABOVE",1/1/2009,1/31/2026,12/19/2025,DEPARTMENT OF TECHNOLOGY AND INNOVATION,INFOR PUBLIC SECTOR INC,94598389A,4213 SOLUTIONS CENTER EFT,CHICAGO,IL,60677,"$6,831,602",SOLE SOURCE,2009,2026,6239,6196,0,0,1,Large,INFOR PUBLIC SECTOR INC|94598389A,1
107,1190381: PARNELL AV AND HALSTED ST SEWER IMPROVEMENT PROJECT (E-PROCUREMENT),183796,7,1190381,CONSTRUCTION-LARGE $3MILLIONORABOVE,12/19/2025,12/19/2025,12/19/2025,UNKNOWN,PAN-OCEANIC ENGINEERING CO INC,95584874P,6436 W HIGGINS AVENUE EFT,CHICAGO,IL,60656,"-$3,372,827",UNKNOWN,2025,2025,0,0,0,1,0,Negative Modification,PAN-OCEANIC ENGINEERING CO INC|95584874P,4
108,1171526: LINCOLN-ASHLAND-BELMONT SECTION 2 IMPROVEMENTS; CDOT PROJECT # S-8-141,182625,18,1171526,CONSTRUCTION-LARGE $3MILLIONORABOVE,12/19/2025,12/19/2025,12/19/2025,CHICAGO DEPARTMENT OF TRANSPORTATION,CAPITOL CEMENT CO INC,15244443L,6231-6233 N PULASKI RD,CHICAGO,IL,60646,"$174,176",BID,2025,2025,0,0,0,0,1,Large,CAPITOL CEMENT CO INC|15244443L,9
109,1297543: BLOCK LEVEL LEAD SERVICE LINE REPLACEMENTS (LSLR) SBI II: N. LEAMINGTON AVE. - W. MAYPOLE AVE. TO W. FULTON ST.,323059,0,1297543,CONSTRUCTION-GENERAL,12/18/2025,12/18/2025,12/18/2025,DEPARTMENT OF WATER MANAGEMENT,RYANS PLUMBING 1 INC,105515409A,420 E 142ND,DOLTON,IL,60419,"$287,945",BID,2025,2025,0,0,0,0,1,Large,RYANS PLUMBING 1 INC|105515409A,1
110,DFSS-CORP-HS-EFAFARP:,333206,0,1237763,DELEGATE AGENCY,7/1/2025,12/31/2025,12/18/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,GREATER CHICAGO FOOD DEPOSITORY,30162645M,4100 W ANN LURIE PL,CHICAGO,IL,60632,"$500,000",UNKNOWN,2025,2025,183,170,0,0,1,Large,GREATER CHICAGO FOOD DEPOSITORY|30162645M,1
